Geography,Geographic Area Name,Estimate!!Households!!Median income (dollars),Estimate!!Families!!Median income (dollars),Estimate!!Married-couple families!!Median income (dollars),Estimate!!Nonfamily households!!Median income (dollars),"House Hold Less than $50,000","House Hold $50,000 to $99,999","House Hold $100,000 to $149,999","House Hold $150,000 to $199,999","House Hold $200,000 or more","Families Less than $50,000","Families $50,000 to $99,999","Families $100,000 to 149,999","Families $150,000 to $199,999","Families $200,000 or more","Married-couple Families Less than $50,000","Married-couple Families $50,000 to $99,999","Married-couple Families $100,000 to 149,999","Married-couple Families $150,000 to $199,999","Married-couple Families $200,000 or more","Nonfamily households Less than $50,000","Nonfamily households $50,000 to $99,999","Nonfamily households $100,000 to 149,999","Nonfamily households $150,000 to $199,999","Nonfamily households $200,000 or more",Vote Count,Biden_proportion,average_Biden_proportion
1400000US53051970100,"CensusTract9701,PendOreilleCounty,Washington",56125,88592,89489,34167,46.1,27.700000000000003,13.0,7.7,5.6,31.1,30.3,19.7,10.5,8.4,22.7,36.3,23.3,9.2,8.6,76.5,19.5,1.5,2.1,0.6,1668,[0.23348018 0.1875     0.25545852 0.28169014 0.36029412],0.2636845899974852
1400000US53051970200,"CensusTract9702,PendOreilleCounty,Washington",51010,62768,76964,33214,49.0,28.6,12.7,5.6,3.9,40.7,32.6,16.9,4.3,5.6,27.700000000000003,40.6,19.0,5.3,7.3,77.30000000000001,12.4,10.3,0.0,0.0,1672,"[0.30693069 0.29245283 0.51207729 0.29090909 0.30357143 0.27793696
 0.32663317 0.20408163]",0.3143241373321774
1400000US53051970300,"CensusTract9703,PendOreilleCounty,Washington",48844,74200,75997,25221,51.9,34.7,7.1,4.4,2.0,36.1,46.5,10.9,3.4,3.0,24.5,55.2,13.7,4.6,2.1,84.9,11.7,1.1,2.2,0.0,1676,[0.3215859  0.37567568 0.35172414 0.30512821],0.3385284804546539
1400000US53051970400,"CensusTract9704,PendOreilleCounty,Washington",54375,61273,62000,29554,47.7,34.6,8.8,5.2,3.8,41.3,38.0,8.6,6.6,5.6,35.599999999999994,36.8,11.4,8.8,7.5,74.5,17.4,5.8,2.3,0.0,1682,"[0.21019108 0.32251908 0.4049217  0.32328767 0.21333333 0.36521739
 0.21283784]",0.2931868715291604
1400000US53051970500,"CensusTract9705,PendOreilleCounty,Washington",68607,80750,82555,56458,29.0,47.900000000000006,9.8,8.5,4.6,29.4,45.2,11.3,8.2,5.8,20.5,50.4,12.4,9.8,6.9,32.3,54.2,3.9,9.6,0.0,1688,[0.20627803 0.39393939 0.3496732 ],0.3166302078198675
1400000US53053060200,"CensusTract602,PierceCounty,Washington",84602,112639,109464,69375,24.9,32.400000000000006,22.4,9.6,10.6,14.9,28.5,30.9,17.9,7.7,16.1,27.9,28.5,19.2,8.3,29.8,34.3,18.3,5.6,12.0,1132,[0.7721519  0.58765432],0.6799031098609158
1400000US53053060300,"CensusTract603,PierceCounty,Washington",88606,104250,117222,60590,23.0,32.8,20.6,14.3,9.1,10.9,35.3,25.5,15.2,13.1,6.6,34.400000000000006,27.0,16.3,15.8,41.1,30.200000000000003,11.3,13.0,4.3,1133,[0.73119777 0.72931727 0.73056058],0.7303585397752977
1400000US53053060400,"CensusTract604,PierceCounty,Washington",110929,137609,149653,58661,19.9,23.3,20.7,16.0,20.1,9.6,20.0,25.2,21.8,23.5,7.2,15.2,27.8,24.9,24.9,45.8,35.0,8.4,1.4,9.2,1134,[0.78157504 0.74716652 0.7442371  0.71008403],0.7457656735515594
1400000US53053060500,"CensusTract605,PierceCounty,Washington",129773,155455,156761,82353,16.9,18.4,22.9,18.2,23.6,10.9,18.9,17.8,22.8,29.5,8.2,14.5,21.9,25.7,29.7,32.5,28.700000000000003,21.1,10.1,7.5,1135,[0.77680141 0.81475129],0.7957763462123975
1400000US53053060600,"CensusTract606,PierceCounty,Washington",69066,133304,140217,44222,33.2,29.1,19.6,10.3,7.9,6.7,20.1,36.8,18.8,17.6,2.4000000000000004,21.8,35.3,20.3,20.3,51.6,35.4,7.4,4.3,1.1,1136,[0.82005372 0.80787254 0.84102564],0.8229839653886023
1400000US53053060700,"CensusTract607,PierceCounty,Washington",106186,132260,133976,50598,20.9,25.7,29.5,15.0,8.9,8.8,20.1,36.5,25.2,9.3,2.0,18.3,40.3,29.5,9.9,47.400000000000006,35.9,13.5,0.0,3.1,1137,[0.82066116 0.85765125 0.82363977],0.8339840591452273
1400000US53053060800,"CensusTract608,PierceCounty,Washington",99561,127500,150960,80444,18.3,32.0,22.7,19.8,7.3,8.4,24.7,20.4,32.1,14.4,7.0,20.8,19.3,36.5,16.4,29.2,39.7,23.8,7.4,0.0,1138,[0.77070064 0.78385417 0.80893119 0.75021683],0.778425703806466
1400000US53053060903,"CensusTract609.03,PierceCounty,Washington",71810,90405,91554,34000,37.5,27.3,22.8,7.5,4.9,20.4,32.8,29.3,11.1,6.4,17.0,34.8,31.1,9.2,7.9,73.69999999999999,17.1,7.5,0.0,1.8,1139,[0.71440262 0.65454545],0.6844740366016961
1400000US53053060904,"CensusTract609.04,PierceCounty,Washington",69203,73087,95458,60250,31.4,41.1,20.1,3.9,3.4,27.700000000000003,36.3,29.0,3.1,3.8,17.5,35.3,37.1,4.7,5.6,39.7,51.8,5.7,0.0,2.8,1140,[0.68986784],0.6898678414096916
1400000US53053060906,"CensusTract609.06,PierceCounty,Washington",78021,104138,112917,33931,36.7,28.8,21.4,7.8,5.2,12.6,33.7,35.9,8.6,9.2,11.9,23.0,42.8,10.6,11.6,68.3,25.6,1.8,4.3,0.0,1141,[0.70454545],0.7045454545454546
1400000US53053060907,"CensusTract609.07,PierceCounty,Washington",50923,92589,93286,31875,48.7,27.2,10.9,7.0,6.2,22.9,35.1,14.6,15.4,12.0,19.8,38.1,11.4,14.4,16.3,70.2,20.6,7.7,0.0,1.4,1142,[0.74341193 0.77425743 0.73205258],0.7499073106608344
1400000US53053060908,"CensusTract609.08,PierceCounty,Washington",98636,138088,147569,41133,30.7,22.3,13.1,21.6,12.3,9.1,23.1,29.5,21.0,17.3,3.3,24.9,25.0,26.3,20.5,59.5,21.2,4.1,9.7,5.6,1143,[0.64795918 0.64095238],0.6444557823129251
1400000US53053061001,"CensusTract610.01,PierceCounty,Washington",84792,115547,125833,45833,31.2,22.7,21.6,13.0,11.5,14.4,21.3,27.8,19.0,17.6,10.8,19.9,29.2,20.5,19.5,51.6,24.6,14.0,5.7,4.0,1145,[0.66939146 0.65283401],0.6611127352020798
1400000US53053061002,"CensusTract610.02,PierceCounty,Washington",45822,84111,98975,33849,53.900000000000006,21.6,16.6,6.2,1.7,25.7,38.2,16.9,15.9,3.4,14.8,38.5,18.6,23.1,5.0,74.7,16.1,8.5,0.0,0.6,1146,[0.71148459 0.68674699 0.67820774],0.6921464403656259
1400000US53053061100,"CensusTract611,PierceCounty,Washington",70967,95186,102301,41667,39.3,30.0,17.5,8.2,5.1,15.5,37.6,26.8,10.9,9.2,6.7,39.7,29.3,12.5,11.8,71.5,19.4,5.7,3.4,0.0,1147,[0.74793767 0.74309623 0.66136364],0.7174658475113128
1400000US53053061200,"CensusTract612,PierceCounty,Washington",62970,81891,82484,34325,43.0,31.5,19.6,3.1,2.8,25.5,37.0,28.8,6.0,2.7,16.4,41.1,32.0,8.1,2.4,62.6,27.0,9.8,0.0,0.6,1148,[0.8107438  0.83412322 0.72854641],0.7911378114030212
1400000US53053061300,"CensusTract613,PierceCounty,Washington",60096,51765,80774,48008,40.0,40.5,11.8,3.6,4.1,46.4,31.5,13.7,4.4,3.9,27.1,39.4,20.1,6.2,7.1,52.900000000000006,30.4,9.7,2.6,4.3,1149,[0.8147448  0.86753884],0.8411418202164871
1400000US53053061400,"CensusTract614,PierceCounty,Washington",29176,35179,-,27250,71.1,9.9,6.3,12.7,0.0,63.6,18.5,11.3,6.6,0.0,56.400000000000006,15.4,17.8,10.4,0.0,74.89999999999999,5.7,4.7,14.7,0.0,1150,[0.7592068],0.7592067988668555
