Geography,Geographic Area Name,Estimate!!Households!!Median income (dollars),Estimate!!Families!!Median income (dollars),Estimate!!Married-couple families!!Median income (dollars),Estimate!!Nonfamily households!!Median income (dollars),"House Hold Less than $50,000","House Hold $50,000 to $99,999","House Hold $100,000 to $149,999","House Hold $150,000 to $199,999","House Hold $200,000 or more","Families Less than $50,000","Families $50,000 to $99,999","Families $100,000 to 149,999","Families $150,000 to $199,999","Families $200,000 or more","Married-couple Families Less than $50,000","Married-couple Families $50,000 to $99,999","Married-couple Families $100,000 to 149,999","Married-couple Families $150,000 to $199,999","Married-couple Families $200,000 or more","Nonfamily households Less than $50,000","Nonfamily households $50,000 to $99,999","Nonfamily households $100,000 to 149,999","Nonfamily households $150,000 to $199,999","Nonfamily households $200,000 or more",Vote Count,Biden_proportion,average_Biden_proportion
1400000US53017950800,"CensusTract9508,DouglasCounty,Washington",66226,73676,80045,42875,36.6,37.3,8.5,5.2,12.6,32.5,38.5,10.9,5.1,13.0,19.1,51.0,11.9,9.1,8.9,53.3,33.6,0.0,1.6,11.5,1565,[0.36590038 0.40978593 0.41742287 0.37979094 0.39196941],0.3929739062818823
1400000US53019940000,"CensusTract9400,FerryCounty,Washington",39375,57841,79464,24861,60.3,20.6,12.9,4.9,1.2,45.00000000000001,25.1,20.6,7.1,2.1,21.8,33.7,31.3,9.5,3.8,87.9,8.899999999999999,2.2,1.1,0.0,1469,[0.28       0.62643678 0.48235294 0.6402439  0.82035928],0.5698785813323632
1400000US53019970100,"CensusTract9701,FerryCounty,Washington",36959,80125,84444,21357,56.400000000000006,21.9,12.8,5.4,3.6,35.2,30.1,22.0,7.1,5.7,28.1,32.6,24.9,8.6,5.8,91.9,8.0,0.0,0.0,0.0,1665,"[0.2826087  0.2877907  0.25       0.30538922 0.24390244 0.46153846
 0.32673267 0.26771654 0.34461538]",0.3078104565291236
1400000US53019970200,"CensusTract9702,FerryCounty,Washington",44283,61382,70352,19318,56.1,22.1,14.6,1.9,5.2,45.2,29.9,14.2,3.1,7.6,34.3,34.400000000000006,17.9,4.0,9.6,74.89999999999999,9.6,13.9,0.0,1.6,1669,"[0.31677019 0.278125   0.16058394 0.29323308 0.33165829 0.23357664
 0.33969466 0.30808081 0.30980392]",0.2857251700643386
1400000US53021020101,"CensusTract201.01,FranklinCounty,Washington",48201,36069,48504,-,58.8,19.9,18.9,2.4,0.0,72.5,4.8,20.2,2.6,0.0,62.2,2.2,31.6,4.0,0.0,100.0,0.0,0.0,0.0,0.0,371,[0.72033898 0.72      ],0.7201694915254238
1400000US53021020102,"CensusTract201.02,FranklinCounty,Washington",55997,57909,59537,-,43.5,43.0,12.9,0.6,0.0,42.1,42.900000000000006,14.4,0.6,0.0,21.6,55.4,21.8,1.3,0.0,69.3,30.7,0.0,0.0,0.0,372,[0.46341463 0.73385519],0.5986349100281609
1400000US53021020201,"CensusTract202.01,FranklinCounty,Washington",35380,32321,48500,30188,75.1,18.4,5.5,1.2,0.0,71.1,20.1,7.2,1.5,0.0,51.4,32.9,13.0,2.8,0.0,100.0,0.0,0.0,0.0,0.0,374,[0.68560606],0.6856060606060606
1400000US53021020202,"CensusTract202.02,FranklinCounty,Washington",40654,47069,54932,24762,58.6,24.700000000000003,6.2,5.4,5.2,50.7,25.8,13.5,1.7,8.3,37.6,35.1,17.3,2.8,7.2,73.7,24.200000000000003,0.0,2.2,0.0,375,[0.75265018],0.7526501766784452
1400000US53021020300,"CensusTract203,FranklinCounty,Washington",45442,48382,66928,27063,59.0,32.1,6.1,1.1,1.7,50.9,36.1,9.8,1.6,1.6,20.7,62.9,13.4,0.0,2.9,84.4,15.6,0.0,0.0,0.0,376,[0.78540773 0.63247863 0.6468254 ],0.6882372515419726
1400000US53021020401,"CensusTract204.01,FranklinCounty,Washington",48733,62765,-,27014,60.3,22.5,11.5,0.0,5.8,40.5,33.6,17.2,0.0,8.6,48.4,10.5,27.5,0.0,13.7,100.0,0.0,0.0,0.0,0.0,379,[0.57232704],0.5723270440251572
1400000US53021020402,"CensusTract204.02,FranklinCounty,Washington",44000,56400,70595,-,53.7,28.2,18.2,0.0,0.0,25.5,65.4,9.0,0.0,0.0,21.0,65.3,13.7,0.0,0.0,71.19999999999999,5.0,23.8,0.0,0.0,381,[0.60599572],0.6059957173447538
1400000US53021020403,"CensusTract204.03,FranklinCounty,Washington",56418,55144,62689,-,39.8,37.8,3.0,9.0,10.5,41.8,37.8,3.3,5.3,11.7,26.1,45.8,0.0,8.8,19.3,60.0,0.0,0.0,40.0,0.0,383,[0.72357724 0.66386555],0.6937213909954225
1400000US53021020404,"CensusTract204.04,FranklinCounty,Washington",24025,-,-,18227,78.5,9.3,3.3,8.9,0.0,72.5,6.7,5.6,15.3,0.0,69.4,16.8,13.8,0.0,0.0,92.2,7.8,0.0,0.0,0.0,384,[0.75       0.60869565],0.6793478260869565
1400000US53021020501,"CensusTract205.01,FranklinCounty,Washington",95625,103707,120240,49922,25.0,30.700000000000003,18.6,12.5,13.2,16.3,30.700000000000003,19.8,16.2,17.0,12.7,26.1,23.2,18.1,20.0,50.00000000000001,30.4,17.4,2.1,0.0,386,"[0.39795918 0.29977117 0.35276074 0.21841542 0.38515901 0.5
 0.33004926 0.28958333 0.39552239]",0.3521356108393572
1400000US53021020503,"CensusTract205.03,FranklinCounty,Washington",91650,125750,126229,52549,16.5,35.9,25.8,13.6,8.3,7.0,29.2,33.7,18.7,11.4,5.6,28.5,35.2,18.9,11.8,41.8,53.7,4.6,0.0,0.0,387,[0.33980583 0.48       0.48008386 0.3986014  0.4291498  0.33527697],0.4104863077978907
1400000US53021020504,"CensusTract205.04,FranklinCounty,Washington",64911,80731,81538,38482,39.3,27.1,13.4,12.5,7.6,35.0,23.6,14.6,16.4,10.5,32.900000000000006,24.7,9.0,20.2,13.2,51.400000000000006,36.2,10.3,2.2,0.0,388,"[0.43548387 0.36912752 0.30681818 0.45714286 0.49180328 0.38095238
 0.47208122 0.512             nan 0.4952381  0.32277526 0.5225
 0.33333333]",
1400000US53021020603,"CensusTract206.03,FranklinCounty,Washington",64509,75727,92926,45274,39.3,28.5,26.2,4.3,1.6,32.3,33.7,27.7,3.9,2.3,21.6,34.7,37.2,3.5,3.2,60.0,23.4,15.0,1.6,0.0,390,[0.17647059 0.43373494 0.4372093  0.41085271 0.40758294 0.44202899],0.3846465778990131
1400000US53021020605,"CensusTract206.05,FranklinCounty,Washington",80500,89265,99155,46250,17.5,41.1,24.3,10.5,6.5,10.6,42.8,27.6,10.9,8.0,8.600000000000001,42.0,28.4,12.1,8.8,51.5,34.4,14.1,0.0,0.0,391,"[0.52631579 0.40151515 0.4488189  0.41831683 0.4109589  0.33170732
 0.47432763 0.40786241 0.34412955 0.41874259]",0.4182695068375068
1400000US53021020606,"CensusTract206.06,FranklinCounty,Washington",77587,81688,102720,58162,19.700000000000003,38.7,30.5,3.0,8.1,14.7,40.8,37.7,0.4,6.5,10.6,37.0,43.2,0.5,8.6,37.7,31.3,16.9,0.0,14.0,392,[0.45786963 0.48622047 0.46801872 0.37539936 0.14285714 0.2244898 ],0.3591425212213119
1400000US53021020607,"CensusTract206.07,FranklinCounty,Washington",104593,101629,110577,71007,14.8,30.0,32.9,8.1,14.1,14.9,32.7,27.0,9.3,16.1,7.300000000000001,21.8,34.6,13.3,23.0,30.6,57.5,11.9,0.0,0.0,393,[0.40242915 0.45399516 0.36297641 0.23809524],0.364373987952843
1400000US53021020608,"CensusTract206.08,FranklinCounty,Washington",78803,80337,94167,49837,29.0,30.3,27.5,7.5,5.5,27.1,32.1,28.3,6.3,6.2,24.8,28.3,31.8,7.7,7.5,50.7,22.200000000000003,20.2,6.9,0.0,394,"[0.19270833 0.08275862 0.31841831 0.29433962 0.13559322 0.16513761
 0.18848168 0.43076923 0.1618705  0.45289444 0.09333333 0.14285714]",0.2215968375021951
1400000US53021020700,"CensusTract207,FranklinCounty,Washington",78872,78567,79360,81250,24.1,40.6,23.4,5.0,6.8,21.9,43.900000000000006,20.1,6.0,8.2,17.6,45.9,20.4,6.8,9.3,35.400000000000006,46.8,17.7,0.0,0.0,395,"[0.125      0.09090909 0.26865672 0.12337662 0.19270833 0.128
 0.        ]",0.1326643948624226
1400000US53021020801,"CensusTract208.01,FranklinCounty,Washington",70208,69392,81996,-,35.7,35.5,18.9,8.4,1.4,34.5,34.4,19.4,9.9,1.7,29.2,31.8,24.4,12.4,2.1,58.0,26.0,16.0,0.0,0.0,398,"[0.24404762 0.46086957 0.25373134 0.16981132 0.15       0.13636364
 0.07777778]",0.2132287517778176
1400000US53021020802,"CensusTract208.02,FranklinCounty,Washington",71532,73903,76563,24175,31.9,50.7,12.4,4.7,0.3,27.1,55.0,13.5,4.0,0.3,19.2,63.400000000000006,12.2,4.8,0.4,74.3,10.3,7.1,8.3,0.0,399,"[0.25       0.19459459 0.32727273 0.27099237 0.13114754 0.38871473
 0.81818182 0.53164557]",0.3640686688259417
1400000US53021980100,"CensusTract9801,FranklinCounty,Washington",-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1743,[0.32517483],0.3251748251748251
1400000US53023970300,"CensusTract9703,GarfieldCounty,Washington",56923,68355,72609,32813,45.1,39.2,11.3,2.8,1.7,35.6,42.4,15.4,4.1,2.5,32.5,43.9,16.5,4.4,2.7,66.3,31.4,2.3,0.0,0.0,1673,"[0.248      0.3153527  0.27380952 0.24137931 0.29779412 0.26315789
 0.14864865 0.16666667 0.         0.17021277 0.32474227 0.18897638]",0.2198950225750369
1400000US53025010100,"CensusTract101,GrantCounty,Washington",50781,63269,69669,22375,49.3,34.7,10.2,3.1,2.8,36.9,43.3,11.3,4.0,4.4,27.3,46.5,14.6,5.4,6.1,73.60000000000001,19.4,5.5,1.5,0.0,17,"[0.24909091        nan 0.21428571 0.28571429 0.26056338 0.17241379
 0.36054422 0.44651163 0.23030303 0.30215827 0.16129032 0.22580645
 0.23809524 0.4125    ]",
1400000US53025010200,"CensusTract102,GrantCounty,Washington",63833,84917,89297,22727,35.4,26.1,16.7,7.3,14.4,25.8,29.8,18.0,7.5,18.9,21.9,31.1,19.7,8.2,19.1,68.4,15.4,11.4,4.7,0.0,26,"[0.2209073  0.21280992 0.09090909 0.29824561 0.20926091 0.16363636
 0.25531915 0.16455696 0.19726027 0.14285714]",0.195576271983891
1400000US53025010300,"CensusTract103,GrantCounty,Washington",47862,60043,67824,30859,53.6,26.8,11.8,6.8,0.9,41.8,35.0,14.6,8.5,0.0,38.4,33.7,17.5,10.2,0.0,77.6,8.6,7.4,4.0,2.4,38,[0.36338028 0.38066465],0.3720224671290583
1400000US53025010401,"CensusTract104.01,GrantCounty,Washington",79130,84896,91763,17367,37.9,36.900000000000006,15.0,9.1,1.3,30.6,39.2,22.1,6.3,1.7,17.799999999999997,43.400000000000006,27.9,8.7,2.3,95.8,4.2,0.0,0.0,0.0,51,[       nan 0.30639098 0.39568345],
1400000US53025010402,"CensusTract104.02,GrantCounty,Washington",70179,72278,86721,60404,33.5,42.7,16.7,5.5,1.6,31.5,45.7,17.3,3.2,2.3,15.9,49.900000000000006,25.6,5.1,3.6,40.1,46.1,3.3,10.5,0.0,54,[0.32653061 0.34824903 0.31743119 0.33255269 0.33624454],0.3322016133671899
1400000US53025010500,"CensusTract105,GrantCounty,Washington",71583,82782,82944,27981,28.6,37.400000000000006,17.5,11.1,5.2,15.8,45.5,19.6,12.6,6.5,15.4,44.900000000000006,20.7,11.9,7.1,80.1,11.6,2.8,5.5,0.0,66,[       nan 0.26164875 0.57377049 0.30425753],
1400000US53025010600,"CensusTract106,GrantCounty,Washington",58083,58789,77099,-,42.0,37.2,11.4,6.3,3.2,40.9,35.8,12.3,7.4,3.7,22.2,43.1,18.2,11.0,5.5,54.9,39.3,5.9,0.0,0.0,81,[0.47058824 0.59662776],0.5336079957274739
1400000US53025010700,"CensusTract107,GrantCounty,Washington",51724,60250,74276,46151,48.2,27.0,18.2,4.3,2.5,43.5,26.8,21.8,5.3,2.5,33.599999999999994,29.2,26.6,7.1,3.4,67.0,29.0,1.5,0.0,2.5,89,[0.27749577 0.16905444 0.19656357 0.55913978 0.29251701],0.2989541153548841
1400000US53025010800,"CensusTract108,GrantCounty,Washington",41322,48494,100810,32232,59.8,21.1,14.6,4.5,0.0,55.8,14.7,21.3,8.2,0.0,32.5,13.3,37.0,17.2,0.0,71.2,28.8,0.0,0.0,0.0,102,[0.44155844        nan 0.31284916],
1400000US53025010901,"CensusTract109.01,GrantCounty,Washington",73603,86310,87460,17750,42.3,32.2,18.1,3.6,3.8,28.4,38.1,23.8,4.8,5.0,21.9,39.6,27.3,5.5,5.7,86.3,13.7,0.0,0.0,0.0,121,[0.24870466],0.2487046632124352
1400000US53025010903,"CensusTract109.03,GrantCounty,Washington",50186,51186,51667,41768,49.1,29.9,15.6,1.1,4.4,41.4,38.6,18.4,0.0,1.6,36.3,45.5,15.7,0.0,2.4,62.7,14.8,11.5,2.7,8.4,125,[0.43112245],0.4311224489795918
1400000US53025010904,"CensusTract109.04,GrantCounty,Washington",62279,72194,77523,35083,42.1,38.4,10.9,4.9,3.6,31.2,46.9,12.8,4.0,5.2,26.1,47.900000000000006,15.1,4.7,6.1,66.69999999999999,19.6,6.6,7.0,0.0,126,[0.32873167 0.27834179],0.3035367293994326
1400000US53025011001,"CensusTract110.01,GrantCounty,Washington",62482,78712,116575,38290,38.8,36.0,19.2,2.2,3.8,27.9,39.1,24.7,2.2,5.9,9.0,37.3,40.3,3.6,9.6,66.0,30.4,1.5,2.1,0.0,141,[0.35819431 0.36149312],0.3598437159586713
1400000US53025011002,"CensusTract110.02,GrantCounty,Washington",73890,75865,83201,61163,29.7,47.4,14.5,0.6,7.9,26.4,40.6,27.9,0.9,4.3,22.4,45.6,23.3,1.5,7.2,36.2,60.8,3.1,0.0,0.0,144,[0.43715847 0.34408602],0.3906222457253657
1400000US53025011101,"CensusTract111.01,GrantCounty,Washington",88299,92961,94509,53828,23.8,39.0,25.6,9.6,2.0,21.7,35.7,37.7,2.3,2.5,5.7,47.8,39.9,3.2,3.5,38.8,49.7,4.9,6.6,0.0,148,[0.32105263 0.34693878],0.3339957035445757
1400000US53025011102,"CensusTract111.02,GrantCounty,Washington",30457,44227,62679,12020,64.2,27.4,4.9,0.0,3.5,57.6,27.9,8.5,0.0,6.0,43.00000000000001,30.5,15.5,0.0,11.0,86.5,13.6,0.0,0.0,0.0,150,[0.32091691 0.3306288  0.42857143],0.3600390457536636
1400000US53025011200,"CensusTract112,GrantCounty,Washington",79615,84865,90047,26010,34.0,31.8,19.4,7.0,7.8,28.3,33.9,20.1,8.6,9.2,23.9,35.2,22.5,8.2,10.3,65.1,22.8,10.6,0.0,1.6,155,[    nan 0.228   0.24375],
1400000US53025011300,"CensusTract113,GrantCounty,Washington",42500,50994,68924,20871,58.5,26.0,6.7,6.5,2.3,48.1,32.8,8.3,7.6,3.1,37.9,34.6,11.0,11.5,4.8,92.0,4.0,4.0,0.0,0.0,164,[0.50230415 0.18256579],0.342434968469561
1400000US53025011401,"CensusTract114.01,GrantCounty,Washington",57578,56591,66250,45250,37.2,33.7,22.9,4.5,1.7,35.5,33.4,24.4,4.8,1.8,30.7,33.7,28.0,5.6,2.1,59.2,36.7,4.1,0.0,0.0,171,[0.25835476],0.2583547557840617
1400000US53025011403,"CensusTract114.03,GrantCounty,Washington",49388,49250,63194,-,51.4,30.9,16.0,1.0,0.6,50.9,34.9,13.0,1.2,0.0,37.6,36.0,24.2,2.2,0.0,94.4,0.0,0.0,0.0,5.5,175,[0.79910714 0.39873418],0.5989206600361664
1400000US53025011404,"CensusTract114.04,GrantCounty,Washington",-,-,-,-,45.0,55.0,0.0,0.0,0.0,45.0,55.0,0.0,0.0,0.0,54.8,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,[0.27058824 0.30357143],0.2870798319327731
1400000US53025011405,"CensusTract114.05,GrantCounty,Washington",51000,40444,56065,26343,47.0,31.700000000000003,11.1,9.6,0.4,58.0,20.4,10.6,10.6,0.4,39.8,29.3,15.1,15.1,0.6,67.6,15.5,16.9,0.0,0.0,177,[0.27906977 0.51054852 0.12820513],0.3059411396179132
1400000US53025011406,"CensusTract114.06,GrantCounty,Washington",86161,90267,91994,-,19.0,48.900000000000006,19.3,5.4,7.3,6.699999999999999,57.7,22.5,6.8,6.3,5.3,49.7,28.5,8.6,8.0,68.2,13.8,6.5,0.0,11.5,178,[0.22222222],0.2222222222222222
1400000US53027000201,"CensusTract2.01,GraysHarborCounty,Washington",47003,55130,62589,27753,54.7,36.8,7.4,0.5,0.6,43.5,45.3,10.3,0.8,0.0,40.2,46.4,12.3,1.0,0.0,76.1,19.9,2.6,0.0,1.5,350,[0.50978136 0.5875     0.47976012 0.50313901 0.58263305 0.52080344],0.5306028313042347
1400000US53027000202,"CensusTract2.02,GraysHarborCounty,Washington",49636,72704,68750,24104,51.0,29.700000000000003,12.7,2.0,4.6,31.3,52.4,5.9,1.4,9.0,42.6,49.0,5.4,3.0,0.0,71.1,17.7,8.5,2.7,0.0,355,[0.3877551  0.49913043 0.63978495 0.42391304],0.4876458816345612
1400000US53027000300,"CensusTract3,GraysHarborCounty,Washington",57708,64833,64917,26439,44.7,35.7,12.6,3.9,3.1,32.2,45.3,14.1,4.1,4.3,29.4,43.4,18.1,5.8,3.5,74.60000000000001,21.8,1.2,2.0,0.5,612,"[0.45807771 0.18421053 0.34782609 0.34513274 0.37037037 0.42028986
 0.29565217 0.38095238 0.2        0.25362319 0.38964578]",0.3314346192297643
1400000US53027000401,"CensusTract4.01,GraysHarborCounty,Washington",77889,79028,79833,42965,41.6,30.4,22.4,4.5,1.1,35.1,34.5,22.8,6.1,1.5,36.0,32.5,23.6,6.3,1.6,61.5,22.3,16.3,0.0,0.0,772,[0.4171123  0.37681159 0.2875     0.27777778 0.48947368],0.3697350711312886
1400000US53027000402,"CensusTract4.02,GraysHarborCounty,Washington",56979,64719,76908,34250,43.8,38.0,9.8,2.3,6.0,37.8,41.0,13.0,3.1,5.2,31.9,36.3,18.6,4.9,8.3,62.900000000000006,28.7,0.0,0.0,8.3,775,[0.48595745        nan],
1400000US53027000501,"CensusTract5.01,GraysHarborCounty,Washington",65978,66989,78906,37226,43.5,30.8,16.2,9.0,0.5,42.5,29.5,17.4,10.0,0.6,32.2,34.2,20.6,12.2,0.8,63.3,23.5,9.9,3.1,0.0,971,[0.16129032 0.33399209 0.33105802 0.40550133 0.38685524],0.3237394020303699
1400000US53027000502,"CensusTract5.02,GraysHarborCounty,Washington",51118,80341,93365,29274,48.900000000000006,22.6,17.9,8.0,2.7,26.3,30.8,29.3,11.6,1.9,24.8,29.8,30.8,12.6,2.1,87.4,8.5,0.0,0.0,4.1,974,[0.40889831],0.4088983050847458
1400000US53027000600,"CensusTract6,GraysHarborCounty,Washington",59777,67530,76286,34375,44.4,38.3,10.6,5.0,1.7,31.8,45.9,12.9,7.5,1.8,26.0,48.0,13.9,9.7,2.4,74.7,22.1,2.2,0.4,0.6,1121,[0.37136205 0.44969199],0.4105270203402552
1400000US53027000700,"CensusTract7,GraysHarborCounty,Washington",57422,77692,89335,31071,41.0,29.9,22.3,4.9,2.0,31.3,30.8,29.0,6.7,2.3,23.8,31.0,35.4,7.1,2.8,70.8,23.2,4.5,1.6,0.0,1187,"[0.375      0.47495961 0.40229885 0.3579235  0.66666667 0.29464286
 0.34976888 0.31840796 0.41916168 0.27368421 0.43037975]",0.3966267230299944
1400000US53027000800,"CensusTract8,GraysHarborCounty,Washington",77867,94286,99028,43676,32.1,35.5,22.6,7.6,2.1,20.9,34.3,30.7,12.2,1.9,16.6,34.6,32.1,14.4,2.2,55.5,36.1,7.1,0.0,1.2,1355,"[0.29411765 0.49519231 0.40963855 1.         0.44831338 0.51082251
 0.4340836 ]",0.5131668578842643
1400000US53027000900,"CensusTract9,GraysHarborCounty,Washington",43542,55221,61915,31935,57.7,27.1,11.4,2.9,0.9,45.6,33.2,16.1,4.5,0.6,35.8,37.7,19.4,6.1,0.9,84.2,11.6,2.9,0.0,1.4,1396,[0.46480447 0.49036609],0.4775852789528638
1400000US53027001000,"CensusTract10,GraysHarborCounty,Washington",33917,41471,51512,22569,72.4,21.8,5.1,0.9,0.0,60.4,31.7,6.2,1.8,0.0,44.2,41.7,11.0,3.2,0.0,85.89999999999999,10.2,3.9,0.0,0.0,8,[0.50783699 0.50828025],0.5080586226863406
1400000US53027001100,"CensusTract11,GraysHarborCounty,Washington",55776,76250,105800,17475,44.3,24.8,13.5,7.9,9.6,28.4,29.3,18.9,8.6,14.8,8.899999999999999,35.9,23.0,10.9,21.2,74.8,13.9,7.5,2.4,1.4,131,[0.55612682 0.5279831 ],0.5420549627244833
1400000US53027001200,"CensusTract12,GraysHarborCounty,Washington",51295,54051,70166,28686,45.2,43.2,9.7,1.9,0.0,44.9,42.8,11.2,1.0,0.0,20.1,60.4,17.9,1.7,0.0,71.3,22.6,6.0,0.0,0.0,224,[0.55238095],0.5523809523809524
1400000US53027001300,"CensusTract13,GraysHarborCounty,Washington",53250,57955,67813,29612,47.6,40.400000000000006,7.0,3.6,1.5,38.1,44.7,11.5,4.4,1.2,24.5,55.0,12.3,6.5,1.7,74.4,21.7,3.0,1.0,0.0,277,[0.49626866 0.32258065 0.51151316 0.52523364],0.4638990261580645
1400000US53027001400,"CensusTract14,GraysHarborCounty,Washington",50189,53750,78750,33520,49.5,32.0,9.0,0.8,8.6,46.7,27.3,12.6,1.2,12.1,27.8,29.4,20.9,1.9,20.1,81.5,18.4,0.0,0.0,0.0,300,[0.58415842 0.47278912],0.5284737657439214
1400000US53027001500,"CensusTract15,GraysHarborCounty,Washington",41533,69572,77908,27851,61.1,26.9,8.0,3.0,0.9,38.3,47.1,8.6,4.3,1.8,34.0,47.8,10.6,5.4,2.2,87.6,9.2,3.2,0.0,0.0,312,[0.52522255],0.5252225519287834
1400000US53027001601,"CensusTract16.01,GraysHarborCounty,Washington",53750,75931,78942,28542,45.4,39.1,9.6,4.4,1.5,32.7,49.6,11.4,4.8,1.7,30.8,48.8,12.9,5.4,1.9,73.1,18.8,3.1,3.9,1.2,324,[0.47753304 0.48955224],0.4835426392267736
1400000US53027001602,"CensusTract16.02,GraysHarborCounty,Washington",44631,61250,75865,31034,59.7,30.3,5.9,2.0,2.2,47.7,35.9,7.9,4.1,4.4,42.4,39.4,8.7,4.5,4.9,71.1,25.0,3.9,0.0,0.0,327,[0.38284519 0.63636364 0.45387454],0.4910277877978475
1400000US53027940000,"CensusTract9400,GraysHarborCounty,Washington",39821,58000,78000,15938,53.4,27.0,18.9,0.7,0.0,41.7,37.2,20.2,0.9,0.0,18.6,40.7,38.9,1.9,0.0,86.5,10.1,3.4,0.0,0.0,1470,[0.93428571],0.9342857142857144
1400000US53029970100,"CensusTract9701,IslandCounty,Washington",62109,63036,69583,50781,29.200000000000003,44.5,18.6,5.1,2.7,21.700000000000003,49.4,20.5,5.7,2.7,15.0,55.0,20.6,6.4,3.0,47.0,32.8,14.1,3.7,2.5,1666,[0.41234568],0.4123456790123457
1400000US53029970200,"CensusTract9702,IslandCounty,Washington",32250,41042,42083,30000,73.4,26.6,0.0,0.0,0.0,56.4,43.6,0.0,0.0,0.0,52.0,48.0,0.0,0.0,0.0,90.8,9.3,0.0,0.0,0.0,1670,[0.43336831],0.4333683105981112
1400000US53029970300,"CensusTract9703,IslandCounty,Washington",76540,78561,80714,57679,30.5,34.400000000000006,18.9,7.8,8.6,28.8,35.4,20.7,5.8,9.2,22.0,37.5,23.0,6.7,10.7,39.0,27.4,12.1,15.3,6.1,1674,[0.3642638  0.43821839 0.41295206 0.37799043],0.3983561714156692
1400000US53029970401,"CensusTract9704.01,IslandCounty,Washington",66698,72589,77326,37500,33.5,41.1,16.6,6.3,2.5,19.9,54.0,13.6,10.2,2.2,7.899999999999999,62.1,14.2,12.9,2.8,55.7,27.6,13.6,0.0,3.0,1683,[0.44834931],0.4483493077742279
1400000US53029970402,"CensusTract9704.02,IslandCounty,Washington",67917,70353,72309,26326,34.5,38.6,11.0,15.9,0.0,26.1,44.2,9.7,20.0,0.0,22.8,41.1,11.8,24.2,0.0,66.3,12.5,13.6,7.5,0.0,1684,[0.52583026],0.525830258302583
1400000US53029970500,"CensusTract9705,IslandCounty,Washington",73605,83266,85153,56667,23.9,44.7,13.3,12.2,5.9,15.1,48.1,14.5,13.8,8.5,9.5,51.4,15.9,13.4,9.9,44.4,42.1,4.9,8.5,0.0,1685,[0.42274678 0.45295699 0.42015209 0.47727273 0.3909465  0.48734694],0.4419036716206325
1400000US53029970601,"CensusTract9706.01,IslandCounty,Washington",49492,59750,76175,35667,50.4,29.4,14.5,3.6,2.0,36.3,35.9,20.0,4.7,3.2,18.4,41.900000000000006,29.8,5.2,4.7,74.1,19.9,5.3,0.7,0.0,1690,[0.48334687],0.4833468724614135
1400000US53029970602,"CensusTract9706.02,IslandCounty,Washington",51696,69167,74706,38929,48.5,31.6,13.7,3.2,2.9,38.1,31.6,20.5,5.5,4.2,23.1,39.4,24.8,7.3,5.5,64.7,27.4,5.9,0.6,1.4,1692,[0.48659794 0.51044505],0.4985214940494583
1400000US53029970700,"CensusTract9707,IslandCounty,Washington",53177,58145,65083,43179,46.6,45.2,6.4,1.8,0.0,21.0,66.2,8.7,4.1,0.0,13.0,68.0,12.9,6.2,0.0,67.0,28.3,4.6,0.0,0.0,1694,[0.56629598],0.5662959794696322
1400000US53029970800,"CensusTract9708,IslandCounty,Washington",51938,74211,78245,41707,41.7,36.1,16.7,4.2,1.3,31.1,33.7,26.0,7.0,2.2,22.4,40.9,27.5,7.7,1.6,63.2,34.1,2.7,0.0,0.0,1697,[0.47251586],0.4725158562367865
1400000US53029970900,"CensusTract9709,IslandCounty,Washington",51229,52774,55824,47232,48.1,43.3,6.9,1.7,0.0,47.0,44.0,7.3,1.8,0.0,42.5,48.3,8.4,0.9,0.0,67.3,32.7,0.0,0.0,0.0,1700,[0.4600551],0.4600550964187327
1400000US53029971000,"CensusTract9710,IslandCounty,Washington",76518,85631,106371,33750,32.400000000000006,32.3,15.6,11.9,7.6,21.200000000000003,36.8,19.3,12.7,9.9,13.9,34.7,23.9,15.1,12.3,64.7,24.1,7.1,4.2,0.0,1703,[0.69212411 0.53043478 0.45203488],0.5581979237805197
1400000US53029971100,"CensusTract9711,IslandCounty,Washington",57500,70921,79500,43821,43.0,31.4,14.5,6.9,4.0,36.1,31.6,18.8,9.0,4.6,28.3,35.5,20.1,10.8,5.4,58.1,28.4,8.6,1.9,3.1,1706,[0.5539335  0.60198556],0.5779595275530609
1400000US53029971302,"CensusTract9713.02,IslandCounty,Washington",81652,104265,117764,48139,32.5,26.4,29.2,4.9,7.1,18.9,27.7,40.7,5.1,7.5,21.6,22.9,40.1,6.3,9.2,57.3,23.9,8.1,4.4,6.3,1710,[0.69278779 0.71396731],0.7033775526396597
1400000US53029971400,"CensusTract9714,IslandCounty,Washington",90956,92099,95724,86356,24.3,33.2,23.1,10.3,9.1,24.1,29.700000000000003,25.7,11.1,9.4,20.3,31.7,24.7,12.3,11.1,28.4,46.8,20.3,2.8,1.5,1711,[0.50996933 0.51775568 0.51861042],0.5154451429359281
1400000US53029971500,"CensusTract9715,IslandCounty,Washington",86111,98750,114750,41415,21.8,35.9,21.4,8.8,12.1,13.6,37.8,24.1,12.5,12.0,12.6,32.2,25.8,15.0,14.4,57.1,24.9,10.9,2.2,5.0,1713,[0.4744186 0.5408805],0.5076495538979084
